,outcome,player,year
7.85,0,David Justice,1995
7.86,0,David Justice,1995
7.87,0,David Justice,1995
7.88,0,David Justice,1995
7.89,0,David Justice,1995
7.90,0,David Justice,1995
7.91,0,David Justice,1995
7.92,0,David Justice,1995
7.93,0,David Justice,1995
7.94,0,David Justice,1995
7.95,0,David Justice,1995
7.96,0,David Justice,1995
7.97,0,David Justice,1995
7.98,0,David Justice,1995
7.99,0,David Justice,1995
7.100,0,David Justice,1995
7.101,0,David Justice,1995
7.102,0,David Justice,1995
7.103,0,David Justice,1995
7.104,0,David Justice,1995
7.105,0,David Justice,1995
7.106,0,David Justice,1995
7.107,0,David Justice,1995
7.108,0,David Justice,1995
7.109,0,David Justice,1995
7.110,0,David Justice,1995
7.111,0,David Justice,1995
7.112,0,David Justice,1995
7.113,0,David Justice,1995
7.114,0,David Justice,1995
7.115,0,David Justice,1995
7.116,0,David Justice,1995
7.117,0,David Justice,1995
7.118,0,David Justice,1995
7.119,0,David Justice,1995
7.120,0,David Justice,1995
7.121,0,David Justice,1995
7.122,0,David Justice,1995
7.123,0,David Justice,1995
7.124,0,David Justice,1995
7.125,0,David Justice,1995
7.126,0,David Justice,1995
7.127,0,David Justice,1995
7.128,0,David Justice,1995
7.129,0,David Justice,1995
7.130,0,David Justice,1995
7.131,0,David Justice,1995
7.132,0,David Justice,1995
7.133,0,David Justice,1995
7.134,0,David Justice,1995
7.135,0,David Justice,1995
7.136,0,David Justice,1995
7.137,0,David Justice,1995
7.138,0,David Justice,1995
7.139,0,David Justice,1995
7.140,0,David Justice,1995
7.141,0,David Justice,1995
7.142,0,David Justice,1995
7.143,0,David Justice,1995
7.144,0,David Justice,1995
7.145,0,David Justice,1995
7.146,0,David Justice,1995
7.147,0,David Justice,1995
7.148,0,David Justice,1995
7.149,0,David Justice,1995
7.150,0,David Justice,1995
7.151,0,David Justice,1995
7.152,0,David Justice,1995
7.153,0,David Justice,1995
7.154,0,David Justice,1995
7.155,0,David Justice,1995
7.156,0,David Justice,1995
7.157,0,David Justice,1995
7.158,0,David Justice,1995
7.159,0,David Justice,1995
7.160,0,David Justice,1995
7.161,0,David Justice,1995
7.162,0,David Justice,1995
7.163,0,David Justice,1995
7.164,0,David Justice,1995
7.165,0,David Justice,1995
7.166,0,David Justice,1995
7.167,0,David Justice,1995
7.168,0,David Justice,1995
7.169,0,David Justice,1995
7.170,0,David Justice,1995
7.171,0,David Justice,1995
7.172,0,David Justice,1995
7.173,0,David Justice,1995
7.174,0,David Justice,1995
7.175,0,David Justice,1995
7.176,0,David Justice,1995
7.177,0,David Justice,1995
7.178,0,David Justice,1995
7.179,0,David Justice,1995
7.180,0,David Justice,1995
7.181,0,David Justice,1995
7.182,0,David Justice,1995
7.183,0,David Justice,1995
7.184,0,David Justice,1995
7.185,0,David Justice,1995
7.186,0,David Justice,1995
7.187,0,David Justice,1995
7.188,0,David Justice,1995
7.189,0,David Justice,1995
7.190,0,David Justice,1995
7.191,0,David Justice,1995
7.192,0,David Justice,1995
7.193,0,David Justice,1995
7.194,0,David Justice,1995
7.195,0,David Justice,1995
7.196,0,David Justice,1995
7.197,0,David Justice,1995
7.198,0,David Justice,1995
7.199,0,David Justice,1995
7.200,0,David Justice,1995
7.201,0,David Justice,1995
7.202,0,David Justice,1995
7.203,0,David Justice,1995
7.204,0,David Justice,1995
7.205,0,David Justice,1995
7.206,0,David Justice,1995
7.207,0,David Justice,1995
7.208,0,David Justice,1995
7.209,0,David Justice,1995
7.210,0,David Justice,1995
7.211,0,David Justice,1995
7.212,0,David Justice,1995
7.213,0,David Justice,1995
7.214,0,David Justice,1995
7.215,0,David Justice,1995
7.216,0,David Justice,1995
7.217,0,David Justice,1995
7.218,0,David Justice,1995
7.219,0,David Justice,1995
7.220,0,David Justice,1995
7.221,0,David Justice,1995
7.222,0,David Justice,1995
7.223,0,David Justice,1995
7.224,0,David Justice,1995
7.225,0,David Justice,1995
7.226,0,David Justice,1995
7.227,0,David Justice,1995
7.228,0,David Justice,1995
7.229,0,David Justice,1995
7.230,0,David Justice,1995
7.231,0,David Justice,1995
7.232,0,David Justice,1995
7.233,0,David Justice,1995
7.234,0,David Justice,1995
7.235,0,David Justice,1995
7.236,0,David Justice,1995
7.237,0,David Justice,1995
7.238,0,David Justice,1995
7.239,0,David Justice,1995
7.240,0,David Justice,1995
7.241,0,David Justice,1995
7.242,0,David Justice,1995
7.243,0,David Justice,1995
7.244,0,David Justice,1995
7.245,0,David Justice,1995
7.246,0,David Justice,1995
7.247,0,David Justice,1995
7.248,0,David Justice,1995
7.249,0,David Justice,1995
7.250,0,David Justice,1995
7.251,0,David Justice,1995
7.252,0,David Justice,1995
7.253,0,David Justice,1995
7.254,0,David Justice,1995
7.255,0,David Justice,1995
7.256,0,David Justice,1995
7.257,0,David Justice,1995
7.258,0,David Justice,1995
7.259,0,David Justice,1995
7.260,0,David Justice,1995
7.261,0,David Justice,1995
7.262,0,David Justice,1995
7.263,0,David Justice,1995
7.264,0,David Justice,1995
7.265,0,David Justice,1995
7.266,0,David Justice,1995
7.267,0,David Justice,1995
7.268,0,David Justice,1995
7.269,0,David Justice,1995
7.270,0,David Justice,1995
7.271,0,David Justice,1995
7.272,0,David Justice,1995
7.273,0,David Justice,1995
7.274,0,David Justice,1995
7.275,0,David Justice,1995
7.276,0,David Justice,1995
7.277,0,David Justice,1995
7.278,0,David Justice,1995
7.279,0,David Justice,1995
7.280,0,David Justice,1995
7.281,0,David Justice,1995
7.282,0,David Justice,1995
7.283,0,David Justice,1995
7.284,0,David Justice,1995
7.285,0,David Justice,1995
7.286,0,David Justice,1995
7.287,0,David Justice,1995
7.288,0,David Justice,1995
7.289,0,David Justice,1995
7.290,0,David Justice,1995
7.291,0,David Justice,1995
7.292,0,David Justice,1995
7.293,0,David Justice,1995
7.294,0,David Justice,1995
7.295,0,David Justice,1995
7.296,0,David Justice,1995
7.297,0,David Justice,1995
7.298,0,David Justice,1995
7.299,0,David Justice,1995
7.300,0,David Justice,1995
7.301,0,David Justice,1995
7.302,0,David Justice,1995
7.303,0,David Justice,1995
7.304,0,David Justice,1995
7.305,0,David Justice,1995
7.306,0,David Justice,1995
8,0,David Justice,1996
8.1,0,David Justice,1996
8.2,0,David Justice,1996
8.3,0,David Justice,1996
8.4,0,David Justice,1996
8.5,0,David Justice,1996
8.6,0,David Justice,1996
8.7,0,David Justice,1996
8.8,0,David Justice,1996
8.9,0,David Justice,1996
8.10,0,David Justice,1996
8.11,0,David Justice,1996
8.12,0,David Justice,1996
8.13,0,David Justice,1996
8.14,0,David Justice,1996
8.15,0,David Justice,1996
8.16,0,David Justice,1996
8.17,0,David Justice,1996
8.18,0,David Justice,1996
8.19,0,David Justice,1996
8.20,0,David Justice,1996
8.21,0,David Justice,1996
8.22,0,David Justice,1996
8.23,0,David Justice,1996
8.24,0,David Justice,1996
8.25,0,David Justice,1996
8.26,0,David Justice,1996
8.27,0,David Justice,1996
8.28,0,David Justice,1996
8.29,0,David Justice,1996
8.30,0,David Justice,1996
8.31,0,David Justice,1996
8.32,0,David Justice,1996
8.33,0,David Justice,1996
8.34,0,David Justice,1996
8.35,0,David Justice,1996
8.36,0,David Justice,1996
8.37,0,David Justice,1996
8.38,0,David Justice,1996
8.39,0,David Justice,1996
8.40,0,David Justice,1996
8.41,0,David Justice,1996
8.42,0,David Justice,1996
8.43,0,David Justice,1996
8.44,0,David Justice,1996
8.45,0,David Justice,1996
8.46,0,David Justice,1996
8.47,0,David Justice,1996
8.48,0,David Justice,1996
8.49,0,David Justice,1996
8.50,0,David Justice,1996
8.51,0,David Justice,1996
8.52,0,David Justice,1996
8.53,0,David Justice,1996
8.54,0,David Justice,1996
8.55,0,David Justice,1996
8.56,0,David Justice,1996
8.57,0,David Justice,1996
8.58,0,David Justice,1996
8.59,0,David Justice,1996
8.60,0,David Justice,1996
8.61,0,David Justice,1996
8.62,0,David Justice,1996
8.63,0,David Justice,1996
8.64,0,David Justice,1996
8.65,0,David Justice,1996
8.66,0,David Justice,1996
8.67,0,David Justice,1996
8.68,0,David Justice,1996
8.69,0,David Justice,1996
8.70,0,David Justice,1996
8.71,0,David Justice,1996
8.72,0,David Justice,1996
8.73,0,David Justice,1996
8.74,0,David Justice,1996
8.75,0,David Justice,1996
8.76,0,David Justice,1996
8.77,0,David Justice,1996
8.78,0,David Justice,1996
8.79,0,David Justice,1996
8.80,0,David Justice,1996
8.81,0,David Justice,1996
8.82,0,David Justice,1996
8.83,0,David Justice,1996
8.84,0,David Justice,1996
8.85,0,David Justice,1996
8.86,0,David Justice,1996
8.87,0,David Justice,1996
8.88,0,David Justice,1996
8.89,0,David Justice,1996
8.90,0,David Justice,1996
8.91,0,David Justice,1996
8.92,0,David Justice,1996
8.93,0,David Justice,1996
8.94,0,David Justice,1996
